MPID_不明: Outrealmer
MIID_リョウマの鍛錬棒: Ryoma's Club
MIID_フウガの疾風金棒: Fuga's Club
MIID_青銅の暗器: Bronze Dagger
MIID_鉄の暗器: Iron Dagger
MIID_鋼の暗器: Steel Dagger
MIID_銀の暗器: Silver Dagger
MIID_強者の暗器: Soldier's Knife
MIID_果物ナイフ: Fruit Knife
MIID_獣狩りの暗器: Hunter's Knife
MIID_クリスナイフ: Kris Knife
MIID_羽ペン: Quill Pen
MIID_固いパン: Stale Bread
MIID_追い剥ぎナイフ: Raider Knife
MIID_祈りのロウソク: Votive Candle
MIID_死を呼ぶナイフ: Sacrificial Knife
MIID_フェリシアの氷皿: Felicia's Plate
MIID_ジョーカーの食器: Jakob's Tray
MIID_青銅の手裏剣: Brass Shuriken
MIID_鉄の手裏剣: Iron Shuriken
MIID_鋼の手裏剣: Steel Shuriken
MIID_銀の手裏剣: Silver Shuriken
MIID_巧者の手裏剣: Spy's Shuriken
MIID_逆手裏剣: Dual Shuriken
MIID_針手裏剣: Sting Shuriken
MIID_暗殺手裏剣: Barb Shuriken
MIID_爆炎手裏剣: Flame Shuriken
MIID_朧: Chakram
MIID_菜箸: Chopstick
MIID_かんざし: Hair Pin
MIID_撒菱: Caltrop
MIID_スズカゼの疾風針: Kaze's Needle
MIID_サイゾウの爆炎針: Saizo's Star
MIID_カゲロウの眩惑針: Kagero's Dart
MIID_青銅の弓: Bronze Bow
MIID_鉄の弓: Iron Bow
MIID_鋼の弓: Steel Bow
MIID_銀の弓: Silver Bow
MIID_強者の弓: Crescent Bow
MIID_鉄の近撃弓: Iron Shortbow
MIID_鋼の近撃弓: Steel Shortbow
MIID_銀の近撃弓: Silver Shortbow
MIID_キラーボウ: Killer Bow
MIID_聖なる弓: Blessed Bow
MIID_ショートボウ: Mini Bow
MIID_シャイニングボウ: Shining Bow
MIID_ゴムの弓: Rubber Bow
MIID_バイオリンの弓: Violin Bow
MIID_キューピッドの弓: Cupid Bow
MIID_狩人の弓: Hunter's Bow
MIID_アンナの福弓: Anna's Bow
MIID_ゼロの虐弓: Niles's Bow
MIID_青銅の和弓: Brass Yumi
MIID_鉄の和弓: Iron Yumi
MIID_鋼の和弓: Steel Yumi
MIID_銀の和弓: Silver Yumi
MIID_巧者の和弓: Spy's Yumi
MIID_鉄の近撃和弓: Iron Hankyu
MIID_鋼の近撃和弓: Steel Hankyu
MIID_銀の近撃和弓: Silver Hankyu
MIID_逆和弓: Dual Yumi
MIID_明鏡の和弓: Illusory Yumi
MIID_必中の和弓: Surefire Yumi
MIID_残心: Pursuer
MIID_風神弓: Fujin Yumi
MIID_風神弓（青銅）: Fujin Yumi
MIID_スカディ: Skadi
MIID_竹の和弓: Bamboo Yumi
MIID_琵琶の和弓: Harp Yumi
MIID_追い剥ぎの和弓: Raider Yumi
MIID_破魔矢: Spellbane Yumi
MIID_横撃ちの和弓: Sidelong Yumi
MIID_ミコトの霊弓: Mikoto's Yumi
MIID_セツナの緩弓: Setsuna's Yumi
MIID_ファイアー: Fire
MIID_サンダー: Thunder
MIID_フィンブル: Fimbulvetr
MIID_ライナロック: Ragnarok
MIID_ユグドラシル: Ginnungagap
MIID_エクスカリバー: Excalibur
MIID_ライトニング: Lightning
MIID_ミョルニル: Mjölnir
MIID_リザイア: Nosferatu
MIID_スライム: Mire
MIID_ブリュンヒルデ: Brynhildr
MIID_プチファイアー: Ember
MIID_ミステルトィン: Missiletainn
MIID_ローバー: Disrobing Gale
MIID_ブーストサンダー: Speed Thunder
MIID_ムーンライト: Moonlight
MIID_マクベスの惑書: Iago's Tome
MIID_オーディンの黒書: Odin's Grimoire
MIID_鼠神・子: Rat Spirit
MIID_牛神・丑: Ox Spirit
MIID_虎神・寅: Tiger Spirit
MIID_兎神・卯: Rabbit Spirit
MIID_龍神・辰: Dragon Spirit
MIID_逆神・丑寅: Calamity Gate
MIID_蛇神・巳: Snake Spirit
MIID_馬神・午: Horse Spirit
MIID_羊神・未: Sheep Spirit
MIID_紙: Paper
MIID_古びた書物: Malevolent Text
MIID_猿神・申: Monkey Spirit
MIID_鳥神・酉: Bird Spirit
MIID_虹の賢者の墨絵: Ink Painting
MIID_イザナの古呪: Izana's Scroll
MIID_ライブ: Heal
MIID_リライブ: Mend
MIID_リブロー: Physic
MIID_リカバー: Recover
MIID_リザーブ: Fortify
MIID_フリーズ: Freeze
MIID_ウィークネス: Enfeeble
MIID_ドロー: Entrap
MIID_ビフレスト: Bifröst
MIID_お菓子の杖: Candy Cane
MIID_キノコの杖: Mushroom Staff
MIID_花束の杖: Bouquet Staff
MIID_エリーゼの幼杖: Elise's Staff
MIID_リリスの星杖: Lilith's Staff
MIID_春祭: Bloom Festal
MIID_夏祭: Sun Festal
MIID_秋祭: Wane Festal
MIID_冬祭: Moon Festal
MIID_大祭: Great Festal
MIID_七難即滅: Rescue
MIID_神風招来: Silence
MIID_禍事罪穢: Hexing Rod
MIID_ちょうちん: Lantern
MIID_団子串: Dumpling Rod
MIID_笹飾り: Bamboo Branch
MIID_サクラの小祓串: Sakura's Rod
MIID_アサマの捻れ祓串: Purification Rod
MIID_竜石: Dragonstone
MIID_真竜石: Dragonstone+
MIID_獣石: Beaststone
MIID_守獣石: Beastrune
MIID_超獣石: Beaststone+
MIID_竜のブレス: Draconic Rage
MIID_暗夜竜のブレス: Dark Breath
MIID_透魔竜のブレス: Dragon Breath
MIID_乱拳: Shackled Fist
MIID_狂乱拳: Gauntlet
MIID_岩塊: Rock
MIID_巨岩塊: Massive Rock
MIID_星竜のブレス: Astral Breath
MIID_星竜の加護: Astral Blessing
MIID_絡繰鋸: Saw
MIID_絡繰巨大鋸: Big Saw
MIID_傷薬: Vulnerary
MIID_調合薬: Concoction
MIID_特効薬: Elixir
MIID_HPの薬: HP Tonic
MIID_力の薬: Strength Tonic
MIID_魔力の薬: Magic Tonic
MIID_技の薬: Skill Tonic
MIID_速さの薬: Speed Tonic
MIID_幸運の薬: Luck Tonic
MIID_守備の薬: Defense Tonic
MIID_魔防の薬: Resistance Tonic
MIID_アクアの秘薬: Azura's Salve
MIID_ギュンターの良薬: Gunter's Potion
MIID_グレイの創作菓子: Asugi's Confect
MIID_虹の秘薬: Rainbow Tonic
MIID_絆の種: Seed of Trust
MIID_ハープ: Allegro Harp
MIID_ほら貝: Shell Horn
MIID_扉の鍵: Door Key
MIID_宝の鍵: Chest Key
MIID_万能鍵: Master Key
MIID_天使の衣: Seraph Robe
MIID_力のしずく: Energy Drop
MIID_精霊の粉: Spirit Dust
MIID_秘伝の書: Secret Book
MIID_はやての羽: Speedwing
MIID_女神の像: Goddess Icon
MIID_竜の盾: Dracoshield
MIID_魔よけ: Talisman
MIID_神竜草: Dragon Herbs
MIID_ブーツ: Boots
MIID_術書: Arms Scroll
MIID_マスタープルフ: Master Seal
MIID_パラレルプルフ: Heart Seal
MIID_マリッジプルフ: Partner Seal
MIID_バディプルフ: Friendship Seal
MIID_エターナルプルフ: Eternal Seal
MIID_チャイルドプルフ: Offspring Seal
MIID_予約プルフ０１: Promise Seal 01
MIID_予約プルフ０２: Promise Seal 02
MIID_予約プルフ０３: Promise Seal 03
MIID_小判: Gold Bar
MIID_金塊（小）: Bullion (S)
MIID_金塊（中）: Bullion (M)
MIID_金塊（大）: Bullion (L)
MIID_真ガングレリ: Ganglari
MIID_魔戦士の巻物: Dread Scroll
MIID_黒天馬の翼: Ebon Wing
MIID_戦闘王の紋章: Battle Seal
MIID_訪問王の紋章: Visitation Seal
MIID_1000G: 1000G
MIID_2000G: 2000G
MIID_3000G: 3000G
MIID_5000G: 5000G
MIID_7000G: 7000G
MIID_10000G: 10000G
MIID_20000G: 20000G
MIID_障害物: Obstacle
MIID_シューター砲台: Sighting Lens
MIID_魔女の魔法陣: Witch's Mark
MIID_エリートの書: Paragon
MIID_鎧盾の書: Armor Shield
MIID_獣盾の書: Beast Shield
MIID_翼盾の書: Winged Shield
MIID_近接射撃の書: Point Blank
MIID_攻防一体の陣の書: Bold Stance
MIID_力の吸収の書: Strengthtaker
MIID_魔力の吸収の書: Magictaker
MIID_技の吸収の書: Skilltaker
MIID_速さの吸収の書: Speedtaker
MIID_幸運の吸収の書: Lucktaker
MIID_守備の吸収の書: Defensetaker
MIID_魔防の吸収の書: Resistancetaker
MIID_絆の王の紋章: Master Emblem
MIID_神剣ファルシオン: Falchion
MIID_神剣ラグネル: Ragnell
MIID_裏剣ファルシオン: Parallel Falchion
MIID_雷書トロン: Thoron
MIID_マルスの模擬剣: Marth's Spatha
MIID_アイクの模擬剣: Ike's Backup
MIID_ルキナの模擬剣: Lucina's Estoc
MIID_ルフレの写本: Robin's Primer
MIID_H_不明: A mysterious item that appeared from the\nDragon's Gate.
MIID_H_青銅の剣: Ddg+10. Can't inflict criticals or trigger\noffensive skills.
MIID_H_鉄の剣: A common sword of a common material.
MIID_H_鋼の剣: Makes follow-up attacks more difficult to\nperform (-3 effective Spd).
MIID_H_銀の剣: Ddg -5. After use in combat, wielder\nsuffers Str/Skill-2 (recovers 1/turn).
MIID_H_勇者の剣: Def/Res-4. Enables the wielder to strike\ntwice when attacking.
MIID_H_鉄の投撃剣: A common throwing sword.
MIID_H_鋼の投撃剣: Makes follow-up attacks more difficult to\nperform (-3 effective Spd).
MIID_H_銀の投撃剣: Ddg -5. After use in combat, wielder\nsuffers Str/Skill-2 (recovers 1/turn).
MIID_H_アーマーキラー: Effective against armored units.\nWeak against other units.
MIID_H_ドラゴンキラー: Effective against dragons.\nWeak against other units.
MIID_H_キルソード: Deals extra damage on critical hits.
MIID_H_サンダーソード: Magic weapon. Cannot make critical hits\nor trigger offensive skills.
MIID_H_ガングレリ: Ddg +5. A blade from another realm that\nonly the avatar can wield.
MIID_H_ジークフリート: Xander only. Ddg +10. Def+4 when\ncarried. A royal blade.
MIID_H_ワインボトル: Ddg +10. Best suited for thirsty warriors.
MIID_H_洋傘: Cannot make follow-up attacks, but makes\nenemy follow-ups easier (-5 eff. Spd).
MIID_H_暗夜の漆黒剣: Def+3. Tempered with Nohrian steel.
MIID_H_レオンの冷剣: Magic weapon. After use in combat, user's\nstats are lowered until end of turn.
MIID_H_ルーナの鋭剣: Ddg -5. Makes follow-up attacks more\ndifficult to perform (-3 effective Spd).
MIID_H_ラズワルドの舞剣: Spd+3, Def/Res-3. A nimble weapon.
MIID_H_青銅の刀: Ddg+10. Can't inflict criticals or trigger\noffensive skills.
MIID_H_鉄の刀: Katana weapons grant Spd+1, Def/Res-1.
MIID_H_鋼の刀: Makes follow-up attacks more difficult to\nperform (-3 effective Spd).
MIID_H_銀の刀: Ddg -5. After use in combat, wielder\nsuffers Str/Skill-2 (recovers 1/turn).
MIID_H_武者の刀: Doubles weapon Mt during counterattacks.
MIID_H_鉄の投撃刀: A common throwing katana.
MIID_H_鋼の投撃刀: Makes follow-up attacks more difficult to\nperform (-3 effective Spd).
MIID_H_銀の投撃刀: Ddg -5. After use in combat, wielder\nsuffers Str/Skill-2 (recovers 1/turn).
MIID_H_斧斬りの刀: Effective against axes/clubs.\nWeak against other weapons.
MIID_H_逆刀: Inverts weapon advantage and doubles\nits effects.
MIID_H_居合刀: Spd+5. Light and easy to use.
MIID_H_小太刀: Weak to follow-ups (-5 eff. Spd). Cannot\ncrit, trigger offensive skills, or follow up.
MIID_H_飛刀: Weak to follow-up attacks (-5 eff. Spd).\nCannot make follow-up attacks.
MIID_H_霊刀: Def/Res-4. Effective against monsters.\nRestores some HP every turn.
MIID_H_葉隠: After use in combat, halves Str until\nwielder attacks again.
MIID_H_夜刀神: The avatar only. A divine blade said\nto choose its wielder.
MIID_H_夜刀神・空夜: Str/Spd+2 when carried. Yato and wielder\nennoble one another. The avatar only.
MIID_H_夜刀神・白夜: Ddg +10. Str/Spd+4 when carried. The\nblade of salvation. The avatar only.
MIID_H_夜刀神・長夜: Def/Res+2 when carried. The Yato having\nembraced its champion. The avatar only.
MIID_H_夜刀神・暗夜: Ddg +10. Def/Res +4 when carried. Nohr's\nmight made steel. The avatar only.
MIID_H_夜刀神・幻夜: +2 to Str/Spd/Def/Res when carried.\nThe awakened Yato. The avatar only.
MIID_H_夜刀神・終夜: Ddg +10. +4 to Str/Spd/Def/Res. The fully\nrealized Fire Emblem. The avatar only.
MIID_H_雷神刀: Ryoma only. Str+4 when carried. A divine\nweapon.
MIID_H_大根: Ddg +10. Not the best weapon, but\ndelicious when pickled.
MIID_H_和傘: Cannot make follow-up attacks, but makes\nenemy follow-ups easier (-5 eff. Spd).
MIID_H_追い剥ぎの刀: Good for follow-up attacks (+3 eff. Spd).\nWith weapon advantage, strips foe's armor.
MIID_H_白夜の霞刀: A defensive blade.
MIID_H_タクミの竹刀: Def/Res-3. Cannot kill foes with >1 HP.\nCannot make follow-up attacks.
MIID_H_カザハナの麗刀: Doubles weapon Mt during counterattacks.\nCannot make follow-up attacks.
MIID_H_ヒナタの猛刀: Def/Res-3. Doubles Mt on attack. User's\nStr/Skill-2 after combat. Can't follow up.
MIID_H_青銅の槍: Ddg+10. Can't inflict criticals or trigger\noffensive skills.
MIID_H_鉄の槍: A common lance.
MIID_H_鋼の槍: Makes follow-up attacks more difficult to\nperform (-3 effective Spd).
MIID_H_銀の槍: Ddg -5. After use in combat, wielder\nsuffers Str/Skill-2 (recovers 1/turn).
MIID_H_勇者の槍: Def/Res-4. Enables the wielder to strike\ntwice when attacking.
MIID_H_鉄の投撃槍: A common javelin.
MIID_H_鋼の投撃槍: Makes follow-up attacks more difficult to\nperform (-3 effective Spd).
MIID_H_銀の投撃槍: Ddg -5. After use in combat, wielder\nsuffers Str/Skill-2 (recovers 1/turn).
MIID_H_手槍: Weak to follow-ups (-5 eff. Spd). Cannot\ncrit, trigger offensive skills, or follow up.
MIID_H_スレンドスピア: Weak to follow-up attacks (-5 eff. Spd).\nCannot make follow-up attacks.
MIID_H_ビーストキラー: Effective against beasts.\nWeak against nonbeast units.
MIID_H_キラーランス: Deals extra damage on critical hits.
MIID_H_聖なる槍: Def/Res-3. Effective against monsters.\nRestores some HP every turn.
MIID_H_ほうき: Ddg+10. Don't think of it as a broom.\nIt is a spear with a thousand tiny points.
MIID_H_小枝: Skill+3. Suitable for practice.
MIID_H_魔封じの槍: Res+8. A spear destined to pierce\na mage's heart.
MIID_H_マークスの指南槍: Skill/Res+2. Post-combat, Str/Skill-2 and\ngives nearby foes Str+4. Can't critical.
MIID_H_エルフィの大槍: Weak to follow-up attacks and makes them\nmore difficult to perform (-5 eff. Spd).
MIID_H_ピエリの小槍: Weak to follow-up attacks (-5 eff. Spd).\nCannot make follow-up attacks.
MIID_H_青銅の薙刀: Ddg+10. Can't inflict criticals or trigger\noffensive skills.
MIID_H_鉄の薙刀: Naginata weapons grant Def/Res+1.
MIID_H_鋼の薙刀: Makes follow-up attacks more difficult to\nperform (-3 effective Spd).
MIID_H_銀の薙刀: Ddg -5. After use in combat, wielder\nsuffers Str/Skill-2 (recovers 1/turn).
MIID_H_鉄の投撃薙刀: A Hoshidan throwing spear.
MIID_H_鋼の投撃薙刀: Makes follow-up attacks more difficult to\nperform (-3 effective Spd).
MIID_H_銀の投撃薙刀: Ddg -5. After use in combat, wielder\nsuffers Str/Skill-2 (recovers 1/turn).
MIID_H_武者の薙刀: Doubles weapon Mt during counterattacks.
MIID_H_剣薙ぎの薙刀: Effective against swords/katana.\nWeak against other weapons.
MIID_H_逆薙刀: Inverts weapon advantage and doubles\nits effects.
MIID_H_守りの薙刀: Def/Res+5. A guardian's spear.
MIID_H_神雷の薙刀: Magic weapon. Cannot make critical hits\nor trigger offensive skills.
MIID_H_水車: Def/Res+5, Ddg+20. After use in combat,\nhalves Str until wielder attacks again.
MIID_H_竹竿: Ddg+10. Nature's finest blacksmithing on\ndisplay.
MIID_H_松の木: Makes follow-up attacks more difficult to\nperform (-3 effective Spd).
MIID_H_追い剥ぎの薙刀: Good for follow-up attacks (+3 eff. Spd).\nWith weapon advantage, strips foe's armor.
MIID_H_捨て身の薙刀: Def/Res-5. Weak to follow-up attacks (-5\neff. Spd). Cannot make follow-up attacks.
MIID_H_ヒノカの紅薙刀: Def/Res-1. A nimble weapon.
MIID_H_ツバキの金薙刀: Doubles Mt when wielder's Skill is higher\nthan the enemy's.
MIID_H_オボロの漆薙刀: Makes follow-up attacks more difficult (-3\neff. Spd). Str/Skill-2 after use in combat.
MIID_H_青銅の斧: Ddg+10. Can't inflict criticals or trigger\noffensive skills.
MIID_H_鉄の斧: A common axe.
MIID_H_鋼の斧: Makes follow-up attacks more difficult to\nperform (-3 effective Spd).
MIID_H_銀の斧: Ddg -5. After use in combat, wielder\nsuffers Str/Skill-2 (recovers 1/turn).
MIID_H_勇者の斧: Def/Res-4. Enables the wielder to strike\ntwice when attacking.
MIID_H_鉄の投撃斧: A common throwing axe.
MIID_H_鋼の投撃斧: Makes follow-up attacks more difficult to\nperform (-3 effective Spd).
MIID_H_銀の投撃斧: Ddg -5. After use in combat, wielder\nsuffers Str/Skill-2 (recovers 1/turn).
MIID_H_手斧: Weak to follow-ups (-5 eff. Spd). Cannot\ncrit, trigger offensive skills, or follow up.
MIID_H_トマホーク: Weak to follow-up attacks (-5 eff. Spd).\nCannot make follow-up attacks.
MIID_H_ハンマー: Effective against armored units.\nWeak against other units.
MIID_H_ボルトアクス: Magic weapon. Cannot make critical hits\nor trigger offensive skills.
MIID_H_キラーアクス: Deals extra damage on critical hits.
MIID_H_アウルゲルミル: After use in combat, halves Str until\nwielder attacks again.
MIID_H_ベルヴェルク: Ddg+20. Garon only. An elegant but cruel\nweapon.
MIID_H_フライパン: Ddg+10. Heavy and hard to wield, but cast\niron, so you don't really need to clean it.
MIID_H_獣の骨: Res+3. Sometimes the old ways are best.
MIID_H_追い剥ぎの斧: Good for follow-up attacks (+3 eff. Spd).\nWith weapon advantage, strips foe's armor.
MIID_H_狂戦士の斧: Lowers wielder's HP by 30% of max after\nuse in combat.
MIID_H_カミラの艶斧: Female units only. Res+2. Str/Skill-2 after\nuse in combat.
MIID_H_ハロルドの雄斧: Male units only. Def+2. An axe for smiting\nevildoers.
MIID_H_ベルカの殺斧: Ddg-20. Deals extra damage on critical.\nWeak to follow-up attacks (-5 eff. Spd).
MIID_H_青銅の金棒: Ddg+10. Can't inflict criticals or trigger\noffensive skills.
MIID_H_鉄の金棒: Club weapons have a greater chance to\ninflict a critical hit.
MIID_H_鋼の金棒: Makes follow-up attacks more difficult to\nperform (-3 effective Spd).
MIID_H_銀の金棒: Ddg -5. After use in combat, wielder\nsuffers Str/Skill-2 (recovers 1/turn).
MIID_H_武者の金棒: Doubles weapon Mt during counterattacks.
MIID_H_鉄の投撃金棒: A common throwing club.
MIID_H_鋼の投撃金棒: Makes follow-up attacks more difficult to\nperform (-3 effective Spd).
MIID_H_銀の投撃金棒: Ddg -5. After use in combat, wielder\nsuffers Str/Skill-2 (recovers 1/turn).
MIID_H_槍砕きの金棒: Effective against spears/naginata.\nWeak against other weapons.
MIID_H_逆金棒: Inverts weapon advantage and doubles\nits effects.
MIID_H_大金棒: Ddg -5. Deals extra damage on critical\nhits and scores a lot of them.
MIID_H_投げ棒: Weak to follow-ups (-5 eff. Spd). Cannot\ncrit, trigger offensive skills, or follow up.
MIID_H_破城の投げ棒: Weak to follow-up attacks (-5 eff. Spd).\nCannot make follow-up attacks.
MIID_H_鯉のぼり: Ddg+10. Not great in a fight, but very\nfestive.
MIID_H_クワ: Ignores terrain effects on combat.
MIID_H_金剛の金棒: Def+4. An enduring weapon.
MIID_H_リンカの鬼金棒: Ddg-5. Makes follow-up attacks more\ndifficult to perform (-3 effective Spd).
MIID_H_リョウマの鍛錬棒: Spd-5. An awkward but powerful weapon.
MIID_H_フウガの疾風金棒: Spd+3. Def/Res-3. Lowers Str/Skill-2\nafter use in combat.
MIID_H_青銅の暗器: Ddg+10. Can't inflict criticals or trigger\noffensive skills.
MIID_H_鉄の暗器: Dagger weapons lower enemy stats on a\nhit (stats recover at a rate of 1/turn).
MIID_H_鋼の暗器: Makes follow-up attacks more difficult to\nperform (-3 effective Spd).
MIID_H_銀の暗器: Ddg -5. After use in combat, wielder\nsuffers Str/Skill-2 (recovers 1/turn).
MIID_H_強者の暗器: Strikes twice when attacking. After use in\ncombat, halves Str until unit attacks again.
MIID_H_果物ナイフ: When equipped, use to restore 10 HP\nto the wielder.
MIID_H_獣狩りの暗器: Effective against beasts.\nWeak against nonbeast units.
MIID_H_クリスナイフ: Def/Res-3. Effective against monsters.\nRestores some HP every turn.
MIID_H_羽ペン: Ddg+10. Not actually mightier than the\nsword.
MIID_H_固いパン: Restores 20% of wielder's maximum HP\nafter combat he or she initiated.
MIID_H_追い剥ぎナイフ: Good for follow-up attacks (+3 eff. Spd).\nWith weapon advantage, strips foe's armor.
MIID_H_祈りのロウソク: When equipped, survive lethal attacks if\nHP > 1. Trigger % = (Lck stat)
MIID_H_死を呼ぶナイフ: Lowers wielder's HP by 30% of maximum\nafter use in combat.
MIID_H_フェリシアの氷皿: Magic weapon. Best served chilled.
MIID_H_ジョーカーの食器: Def+4. After use in combat, wielder\nsuffers Str/Skill-2 (recover 1/turn).
MIID_H_青銅の手裏剣: Ddg+10. Can't inflict criticals or trigger\noffensive skills.
MIID_H_鉄の手裏剣: Shuriken weapons grant Spd+2 and lower\nenemy stats on a hit (recover 1/turn).
MIID_H_鋼の手裏剣: Makes follow-up attacks more difficult to\nperform (-3 effective Spd).
MIID_H_銀の手裏剣: Ddg -5. After use in combat, wielder\nsuffers Str/Skill-2 (recovers 1/turn).
MIID_H_巧者の手裏剣: Cannot perform follow-up attacks.
MIID_H_逆手裏剣: Inverts weapon advantage and doubles\nits effects.
MIID_H_針手裏剣: Effective against armored units.\nWeak against other units.
MIID_H_暗殺手裏剣: Deals extra damage on critical hits.
MIID_H_爆炎手裏剣: Magic weapon. Cannot make critical hits\nor trigger offensive skills.
MIID_H_朧: Def/Res-5. Good for follow-up attacks,\nbut also weak to them (+5/-5 eff. Spd).
MIID_H_菜箸: Ddg+10. Better on the table than the\nbattlefield.
MIID_H_かんざし: Female units only. A subtle weapon.
MIID_H_撒菱: After use in combat, wielder suffers\nStr/Skill-2 (recovers 1/turn).
MIID_H_スズカゼの疾風針: After attacking, grants allies within two\nspaces Spd+4 for one turn.
MIID_H_サイゾウの爆炎針: After attacking, grants allies within two\nspaces Str+4 for one turn.
MIID_H_カゲロウの眩惑針: A blinding weapon.
MIID_H_青銅の弓: Ddg+10. Can't inflict criticals or trigger\noffensive skills.
MIID_H_鉄の弓: A common bow.
MIID_H_鋼の弓: Makes follow-up attacks more difficult to\nperform (-3 effective Spd).
MIID_H_銀の弓: Ddg -5. After use in combat, wielder\nsuffers Str/Skill-2 (recovers 1/turn).
MIID_H_強者の弓: Strikes twice when attacking. After use in\ncombat, halves Str until unit attacks again.
MIID_H_鉄の近撃弓: A bow for fighting in close quarters.
MIID_H_鋼の近撃弓: Makes follow-up attacks more difficult to\nperform (-3 effective Spd).
MIID_H_銀の近撃弓: Ddg -5. After use in combat, wielder\nsuffers Str/Skill-2 (recovers 1/turn).
MIID_H_キラーボウ: Deals extra damage on critical hits.
MIID_H_聖なる弓: Def/Res-3. Effective against monsters.\nRestores some HP every turn.
MIID_H_ショートボウ: A powerful bow with a short range.
MIID_H_シャイニングボウ: Magic weapon. Cannot make critical hits\nor trigger offensive skills.
MIID_H_ゴムの弓: Ddg+10. Someone's idea of a battlefield\nprank?
MIID_H_バイオリンの弓: After attacking, grants allies within two\nspaces Skill+4 for one turn.
MIID_H_キューピッドの弓: After use in combat, restores 20% of\nenemy's max HP.
MIID_H_狩人の弓: Effective against beasts.\nWeak against nonbeast units.
MIID_H_アンナの福弓: Lck+5. Str/Skill-2 after use in combat.\nFortune favors the bowed.
MIID_H_ゼロの虐弓: Def/Res-2. Cannot kill foes with >1 HP.\nCannot make follow-up attacks.
MIID_H_青銅の和弓: Ddg+10. Can't inflict criticals or trigger\noffensive skills.
MIID_H_鉄の和弓: Yumi weapons grant Res+2.
MIID_H_鋼の和弓: Makes follow-up attacks more difficult to\nperform (-3 effective Spd).
MIID_H_銀の和弓: Ddg -5. After use in combat, wielder\nsuffers Str/Skill-2 (recovers 1/turn).
MIID_H_巧者の和弓: Cannot make follow-up attacks.
MIID_H_鉄の近撃和弓: A yumi designed for close combat.
MIID_H_鋼の近撃和弓: Makes follow-up attacks more difficult to\nperform (-3 effective Spd).
MIID_H_銀の近撃和弓: Ddg -5. After use in combat, wielder\nsuffers Str/Skill-2 (recovers 1/turn).
MIID_H_逆和弓: Inverts weapon advantage and doubles\nits effects.
MIID_H_明鏡の和弓: Res+10. A bow strung with magic.
MIID_H_必中の和弓: Def-4, Res-2. An accurate bow that you\nhave to hold still to use well.
MIID_H_残心: Def-5, Res-3. Good for follow-up attacks,\nbut also weak to them (+5/-5 eff. Spd).
MIID_H_風神弓: Takumi only. Wielder is not slowed by\nterrain effects.
MIID_H_スカディ: Ddg+20. A magic bow from the Outrealm.\nProjects a simulacrum of the wielder.
MIID_H_竹の和弓: Ddg+10. Perhaps the final project in a\nbow-making class?
MIID_H_琵琶の和弓: After attacking, grants Res+4 to allies\nwithin two spaces for one turn.
MIID_H_追い剥ぎの和弓: Good for follow-up attacks (+3 eff. Spd).\nWith weapon advantage, strips foe's armor.
MIID_H_破魔矢: Def-4. Effective against tomes/scrolls.\nWeak against other weapons.
MIID_H_横撃ちの和弓: Weak to follow-up attacks (-5 eff. Spd).\nCannot make follow-up attacks.
MIID_H_ミコトの霊弓: Def-2. Restores HP every turn. Str/Skill-2\nafter use in combat (restores 1/turn).
MIID_H_セツナの緩弓: On a hit, target suffers Skill/Def/Res-4\n(each stat recovers 1/turn).
MIID_H_ファイアー: Ddg+10. Can't inflict criticals or trigger\noffensive skills.
MIID_H_サンダー: A common combat spell.
MIID_H_フィンブル: Makes follow-up attacks more difficult to\nperform (-3 effective Spd).
MIID_H_ライナロック: Ddg -5. After use in combat, wielder\nsuffers Mag/Skill-2 (recovers 1/turn).
MIID_H_ユグドラシル: After use in combat, halves Mag until\nwielder attacks again.
MIID_H_エクスカリバー: Def/Res-5. Eff. vs. fliers. Good for but\nalso weak to follow-ups (+5/-5 eff. Spd).
MIID_H_ライトニング: Strikes twice when attacking. After use in\ncombat, Mag/Skill-2 (recovers 1/turn).
MIID_H_ミョルニル: Deals extra damage on critical hits.
MIID_H_リザイア: Dark mages only. Absorbs target's HP.\nCan't crit, trigger off. skills, or follow up.
MIID_H_ブリュンヒルデ: Leo only. May halve damage from magical\nattacks. Trigger % = (Skill stat)
MIID_H_プチファイアー: Ddg+10. A cantrip learned by beginning\nmages.
MIID_H_ミステルトィン: Ophelia only. Skill/Res+1. Not a sword.
MIID_H_ローバー: Good for follow-up attacks (+3 eff. Spd).\nWith weapon advantage, strips foe's armor.
MIID_H_ブーストサンダー: Enemies within two spaces receive Spd+4\nafter use in combat.
MIID_H_ムーンライト: Restores 20% of wielder's maximum HP\nafter combat he or she initiated.
MIID_H_マクベスの惑書: Wielder suffers Mag/Skill-2 after use in\ncombat. Target suffers Def/Res-4 on hit.
MIID_H_オーディンの黒書: Ddg-20. Deals extra damage on critical hit.\nCannot make follow-up attacks.
MIID_H_鼠神・子: Skill+1, Ddg+10. Can't inflict criticals or\ntrigger offensive skills.
MIID_H_牛神・丑: Def+1. Each scroll weapon boosts one or\nmore of the wielder's stats.
MIID_H_虎神・寅: Spd+1. Makes follow-up attacks more\ndifficult to perform (-3 effective Spd).
MIID_H_兎神・卯: Res+1, Ddg-5. After use in combat,\nMag/Skill-2 (recovers 1/turn).
MIID_H_龍神・辰: Skill/Def+1. Eff. vs. dragons. After use in\ncombat, halves Mag until wielder attacks.
